DateTime,Weather,Precipitation,Temperature,ApparentTemperature,PrecipitationType
1/27/2015 10:00,Mostly Cloudy,0,33.81,33.81,none
1/27/2015 11:00,Overcast,0,35.1,35.1,none
1/27/2015 12:00,Mostly Cloudy,0,36.6,36.6,none
1/27/2015 13:00,Partly Cloudy,0,39.35,39.35,none
1/27/2015 14:00,Clear,0,42.12,42.12,none
1/27/2015 15:00,Clear,0,43.61,43.61,none
1/27/2015 16:00,Clear,0,44,44,none
1/27/2015 17:00,Clear,0,42.79,42.79,none
1/27/2015 18:00,Clear,0,39.34,39.34,none
1/27/2015 19:00,Clear,0,35.82,35.82,none
1/27/2015 20:00,Clear,0,35.06,35.06,none
1/27/2015 21:00,Clear,0,34.85,34.85,none
1/27/2015 22:00,Clear,0,33.97,33.97,none
1/27/2015 23:00,Clear,0,32.2,32.2,none
